fen,next_move,move_type,material_diff,num_legal_moves,is_in_check,center_control
1Q6/1n6/5p2/P4k2/6pP/8/1K3P2/6NR b - - 1 33,b7d6,0,15,8,0,3
1RQ1Q3/3p4/7b/7B/5k2/2pP3p/5P2/1N2K3 w - - 1 28,h5g6,0,25,43,0,3
rn2k3/ppp4r/3ppP2/5p2/bP6/R1PP1N2/4PPP1/1N1QKB2 b - - 1 14,a4d1,1,8,33,0,3
5b2/k7/5n2/2pQ1B2/7p/1PK5/2P2P1P/1NB3NR b - - 1 27,f6d5,1,22,17,0,3
6r1/2p2p2/1k1p4/6p1/8/2b4P/8/2n3K1 b - - 1 39,b6a6,0,-14,37,0,3
rn2k1nr/ppp1q1bp/8/5p2/3p1K2/P2P2P1/1P2N2P/RN3B1R b kq - 1 13,e8d8,0,-10,37,0,5
8/2rn1k2/2pp1p2/1p3n2/1P1P1P2/3P4/5K2/2B5 b - - 1 26,c7c8,0,-8,24,0,5
1nb1k2r/7p/1p2p1pB/5p2/3Q4/1P3P2/4P1PP/1N2KBR1 b - - 1 16,b8c6,0,12,14,0,2
1n2k2r/6pp/7n/1P6/5P2/7b/6P1/4K2R b k - 1 23,h3f5,0,-8,23,0,0
rnb1kbnr/pp1ppppp/2p5/8/8/P5PB/1PPqPP1P/RNBQ1KNR b kq - 1 4,g7g6,0,-1,35,0,3
6kr/5p2/3P1p1p/1pP5/6n1/5r2/8/5K2 w - - 1 33,f1g1,0,-15,4,1,0
2R2n2/p7/4k3/2p2p1p/5P2/N7/8/6K1 b - - 1 37,e6e7,0,2,13,0,4
r1b1k1n1/p3pp2/p7/8/1P4p1/N3b3/P2P1PP1/2R3K1 b q - 1 16,e3d2,1,-6,24,0,1
1r2kbn1/p1p1p3/p7/5p2/1PP4p/5P2/P2P4/1RB1K3 b - - 1 17,b8a8,0,-4,21,0,1
r4b2/p1p1p2r/6k1/5p1p/2PK1P2/6PN/PP3R1P/5B1R w - - 1 22,d4c5,0,4,23,0,5
3k4/8/8/8/N3B1P1/8/2P1RK1P/8 w - - 1 38,f2g2,0,14,30,0,2
r4b2/pb2p3/1Bkp1p1r/6pP/8/P7/4KPP1/RN3B1R w - - 1 21,b6a7,1,2,25,0,1
r2n1k2/3b1p1r/p4P2/P1p4p/2p5/2P3P1/4P3/3R3K b - - 1 24,d7e8,0,-11,21,0,1
4r3/p2k1npp/5p2/P2p4/3P4/2P3PP/5K2/RN2Q3 w - - 1 23,e1e8,1,9,26,0,4
rn1qkbnr/3bpppp/8/pp4Q1/3P1P2/4P3/PPP3PP/R1B1KBNR b KQkq - 1 8,g8h6,0,-1,24,0,0
rnb1kbnr/pp1ppp1p/2p3p1/8/P1P1P3/8/1P1PQKPP/RNB2BNR b kq - 1 5,a7a6,0,8,20,0,1
rnbqkbn1/ppppp1p1/8/5p2/2P2r2/8/PP1PP2P/RNBQKBNR b KQq - 1 6,a7a5,0,-1,25,0,3
5b2/8/3p4/P6n/k3p3/5P2/8/3K2N1 b - - 1 32,a4a5,1,-3,15,0,1
4r1k1/7p/6pn/2p1P3/5R2/5KP1/4P2P/8 b - - 1 28,e8e5,1,-2,15,0,2
r1bqkbnr/ppppp1pp/8/2n2p2/P6P/BP3P2/2PPP1P1/RN1QKBNR b KQkq - 1 5,c5b3,1,0,24,0,2
4k3/8/2p1p3/5p2/p2P4/5P2/8/4KB2 w - - 1 33,f1b5,0,1,13,0,2
rnbqkb2/ppppp1p1/7n/5p1P/8/4P3/PPPP1P1P/RNB1KBNR w KQq - 1 5,b1c3,0,-3,27,0,1
rq2k1nr/pB2pp1p/5B2/8/7P/7P/P1P1P3/bN2K2R b Kkq - 1 13,g8h6,0,-10,26,0,3
1n4n1/2bkp2r/6p1/2B5/8/1N3P2/Pp6/3K1BN1 b - - 1 24,h7h6,0,-3,33,0,1
rn2k2r/ppp5/7p/3q1p1P/2P5/2P2P1P/2b5/4KBNR w K - 1 18,c4d5,1,-14,11,0,3
3k4/8/8/2R2PN1/1p4P1/8/K7/8 w - - 1 35,c5c3,0,9,22,0,3
4kb2/2n3p1/7r/4Pp2/8/4q3/4N3/1R2K3 b - - 1 26,e3e2,1,-13,51,0,5
4kb1r/2p3p1/8/2q1P3/p2pb1P1/2P5/8/2K2BN1 b - - 1 24,c5c3,1,-15,46,0,4
r3k3/5pp1/n7/Pbb1p3/8/4P2K/q4P2/8 b q - 1 24,a2a5,1,-23,47,0,3
3k4/8/8/4p1P1/8/3b1K2/8/2b5 b - - 1 33,c1g5,1,-6,23,0,2
3k1b2/5r2/1p6/2p5/3N4/8/3P4/5qRK b - - 1 30,f1g1,1,-10,42,0,1
2r1kbnr/5p1p/1B2p1p1/4N3/p1p1N2P/6P1/RPP1K3/7R b k - 1 24,g6g5,0,1,24,0,1
6R1/1k6/5P2/7p/8/K4P1P/7P/8 w - - 1 37,g8g1,0,8,22,0,1
1k6/8/3p4/5R1P/4P2P/2P5/4KP1N/1N5R w - - 1 31,h2f3,0,20,33,0,4
5b2/3n2p1/p2p1k2/p1p5/2r3P1/4K3/8/8 b - - 1 40,f6e7,0,-15,23,0,6
6n1/2q3p1/8/b3p1P1/8/8/2k2K2/8 b - - 1 40,c2b3,0,-16,32,0,2
rn2kb1r/2p1pppp/p6n/8/P3P1q1/7P/1PPP1PP1/RNB1K1NR w KQkq - 1 8,f2f4,0,-7,21,0,1
rnb4r/pBpqk3/5p2/6p1/3P4/P3P3/2P2P1P/RN1QK1NR w KQ - 1 12,b7a8,1,5,33,0,5
2r5/p2k4/np2NB1p/2p5/P1P2p2/8/4P3/1R3K2 b - - 1 22,d7e6,1,1,19,0,1
5k2/5p2/2n5/pP5p/8/5KPP/8/2R5 w - - 1 35,b5c6,1,2,22,0,1
rnb1k2r/p2p2pp/2Q1p3/2p2p2/2P5/N7/PP1PNnPP/R1B1KB1R b Qkq - 1 12,d7c6,1,11,26,0,4
1n1qkb1r/1rp1ppp1/pQ6/4p2p/P6P/1P3N1P/2PPPP2/RN1K1B2 w k - 1 15,b6b7,1,-1,37,0,3
2bqkbnr/1ppp2p1/2n2p1p/8/8/6PP/1P1PKP2/2BN2NR b k - 1 12,g7g5,0,-13,25,0,3
r1b1kbn1/ppp1p1pr/2n2p1p/7P/3q4/5P2/PPPPP1P1/R1BQKBNR w Qq - 1 8,h1h4,0,-2,17,0,1
4k3/prp1q3/p5r1/3P1p2/1b1P1Pn1/8/P1N3PP/R1B2KR1 b - - 1 20,g4h2,1,-7,49,0,4
rn6/8/1pk3p1/8/3P1r2/4P1P1/3PK3/2B2B2 b - - 1 25,c6d7,0,-5,28,0,3
2k2bnr/8/1B4pp/3b4/1PP5/4P1P1/2K4P/1N4NR w - - 1 24,c2d2,0,3,26,0,3
3k4/4n3/1P6/6p1/4N3/P3P1P1/4K3/2R5 w - - 1 31,e4g5,1,8,31,0,1
3rkbR1/4pp2/1p6/2p1P2r/p3P3/2PB1P2/PP6/RN1K4 w - - 1 23,g8g4,0,4,22,0,4
1Qq1kb2/p3p3/7n/2p2pp1/5PP1/2P1P1PN/P2P4/5K2 b - - 1 20,h6g8,0,-1,16,0,2
1nbqkb1r/r2pnp1p/p1p5/4p1p1/4P1PP/2PP1P2/PP6/RNBQK1NR w KQk - 1 10,h4h5,0,-2,28,0,4
r3kbn1/pp2p1p1/2p5/3P1b2/2P2p2/5P1R/PP1P4/RNBK1B2 w q - 1 14,d5c6,1,5,24,0,2
rn1qkbnr/p3p1p1/1ppp1p1p/8/4PPP1/3P4/NPP4P/1bBQKBNR b Kkq - 1 9,b1a2,1,-6,21,0,3
rn3b1q/p3kp1n/1pBp4/4p3/7P/2PP2P1/PP1P1P1R/RNB1K3 w Q - 1 17,a2a3,0,-1,28,0,4
4kbnr/3p2p1/r1p5/4pP1R/8/2P2P2/3PK3/1N1Q2N1 w k - 1 18,h5h8,1,4,26,0,2
3qkbnr/1p1bp3/8/7p/4P3/5P1P/P2PK3/RNr4R b k - 1 18,c1h1,1,-13,39,0,0
3rkbnB/2pp1N2/p5n1/1p2p2p/PP3p2/8/RQPPP2P/4KBNb b - - 1 15,d8b8,0,8,33,0,4
rn1k1bnR/ppp3p1/3p1q2/4pp2/5N2/8/PPPPPPP1/RNBQKB2 w Q - 1 7,d2d3,0,8,29,0,1
1n1q1b1B/r3p3/2p5/3p1k1p/2b5/p4P2/2QPP1PP/4KB1R b K - 1 16,c4d3,0,-3,4,1,6
rnb4r/ppp2kpp/3ppp2/2b5/P6P/5NPB/RPPP3R/1NB1K3 b - - 1 12,h7h6,0,1,32,0,4
8/8/4k3/2p4P/2P1p1n1/4p3/6Kp/8 b - - 1 39,h2h1q,1,-5,16,0,4
2bqkbnr/rpp1p1p1/p2p1p1p/8/2P1P2P/NP1B4/P2P1PPN/R1BQK2R b KQk - 1 9,g7g6,0,3,22,0,2
Bn3b2/4pkp1/1q1p4/1p3P2/6R1/2P5/P2BPP2/R3K3 w Q - 1 20,g4g7,1,2,39,0,5
rnb1kb1r/pp1pp1pp/5p1n/2p2P2/P1P3P1/7N/1P1P3P/RNBQKB1R w KQkq - 1 9,a1a3,0,8,24,0,1
rn1k1b1r/5p1p/8/1p2p1P1/4P1P1/1N2P3/1P4PR/4KBN1 w - - 1 22,f1b5,1,0,25,0,3
5k2/4p1p1/2pp4/7r/2PP2n1/8/8/4K3 w - - 1 27,e1d1,0,-10,6,0,2
1r5r/p5k1/3p1p2/P6p/p7/8/b5PP/4KR2 w - - 1 32,e1d2,0,-10,16,0,0
rn6/1ppkn2r/8/3P1p2/pP1P1P2/4P2P/P2K4/R4q2 b - - 1 21,d7d6,0,-17,43,0,2
2q2k2/p1p5/1p1p1p2/8/2KPP1P1/7P/PP3P2/1N6 b - - 1 24,c8g4,1,-4,22,0,2
rnbqkbnr/pppppppp/8/8/8/5N2/PPPPPPPP/RNBQKB1R b KQkq - 1 1,h7h5,0,0,20,0,0
r1bqk3/3pn3/2p1p2p/pp2Bp2/2P1P3/5BP1/P2P1P2/RN1QKR2 w q - 1 17,e4f5,1,7,33,0,4
rn6/8/3p2k1/p1pP4/2P3Pb/N3B3/PP3P2/R3K3 b - - 1 21,h4f2,1,3,16,0,2
1nk5/3p4/3P1b2/7p/3P4/8/2K5/4q3 w - - 1 37,c2d3,0,-15,4,0,1
r2r4/p5kp/b7/5P1Q/3p1K2/6P1/P1PP3P/RN5R b - - 1 19,g7g8,0,12,24,0,2
1n1q1b2/2p5/4k1pr/7p/1P5P/4P1P1/1r1P4/3bK1NR b - - 1 18,b2a2,0,-18,45,0,4
5br1/r1pkp1p1/7B/p3Pp2/2p5/2P4N/PP5P/1R3RK1 w - - 1 22,g1f2,0,2,28,0,1
rnbqkbnr/pppp1pp1/7p/4p3/P3N3/8/1PPPPPPP/R1BQKBNR b KQkq - 1 3,b8a6,0,0,28,0,1
rn1qkbnr/2pbpppp/pp6/8/2P5/7N/PP1PPPPP/RNB1KB1R b KQkq - 1 4,h7h5,0,-8,25,0,0
8/5p1p/2p3r1/p1k1p3/P2p2P1/1P1P1K1P/2P2P2/1N3R2 b - - 1 27,g6g5,0,4,17,0,4
r1bkn2r/p2ppp2/n1p4b/1P6/7p/3P3P/1PPN2P1/R1B1KBNR w KQ - 1 14,b5a6,1,0,28,0,2
2bqk1n1/rBpp4/1p2p2p/4p1pP/Pb1P4/4P3/2P2PP1/RN1QK1NR w KQ - 1 14,b1c3,0,5,6,1,5
1n3br1/1b1p2k1/4p2p/r7/2q5/4K2P/8/8 b - - 1 36,c4d4,0,-30,62,0,8
1n6/2p5/2k5/7p/p3K3/2P3b1/3N3P/8 b - - 1 28,c6d7,0,-4,17,0,2
6nb/k7/4p1n1/3p1p2/7p/BP2P2N/6p1/2K5 b - - 1 33,g2g1q,1,-6,26,0,6
8/8/6k1/3p4/7R/1P2PK2/2P2P2/8 b - - 1 38,g6g7,0,8,6,0,1
6n1/8/npp3p1/p4k2/8/1PP2K2/1b5P/2R3N1 b - - 1 28,b2c1,1,-2,19,0,3
rn6/4p1p1/p5p1/2p2k2/N1P4P/1P1P4/8/2B1K2b b - - 1 23,f5e5,0,-6,17,0,5
r1bk4/pp1p1p1p/n7/2pp4/P4P1R/1P2P3/2PN4/Q3KB2 w - - 1 16,f1a6,1,7,39,0,5
2b2b2/r1ppn3/6p1/1Nk5/6P1/3P1P1P/2r5/3K1B1R w - - 1 21,f3f4,0,-7,16,0,3
1n1k4/4p3/2p5/2P3P1/p7/P4K2/8/8 b - - 1 35,b8d7,0,-3,8,0,1
rnbqkbnr/pppp1pp1/7p/3Np3/8/P7/1PPPPPPP/R1BQKBNR b KQkq - 1 3,d8e7,0,0,27,0,1
1nbqkb1r/1ppppp1p/6pn/8/5P2/BP2P3/2PP2PP/rN1QK1NR b k - 1 7,a1a3,1,-8,21,0,0
rn2k3/ppp5/8/P6p/6bP/3PP1B1/2P3BP/4K2R w Kq - 1 21,g2h3,0,2,24,0,5
1r5r/1N5p/n1p3k1/8/6b1/1P6/2PPP2P/4KBNR w K - 1 17,e1f2,0,1,19,0,0
r1bk1bnr/pppp4/n4pQ1/6Np/P1P2N2/4P1P1/1P1P3P/q1B1KB1R w K - 1 13,g5e4,0,-4,44,0,5
4rknr/p7/8/4PB1p/2p1P2P/P7/8/4K3 w - - 1 30,e1d1,0,-9,14,0,2
1nbqkbnr/rp1ppppp/2p5/p7/3P1P2/P7/1PP1P1PP/RNBQKBNR w KQk - 1 4,g1h3,0,0,24,0,3
4k3/1p2pp1p/n1pp4/8/3b4/3P3p/K2B3P/4r3 b - - 1 31,e1a1,0,-13,42,0,5
rnb2kr1/p1p1p3/6p1/5p1p/QP1qn3/P3B2P/2P3P1/RN3BKR b - - 1 16,d4e3,1,-1,47,0,4
r1bqkbnr/pp1p2pp/n4p2/2p1p3/8/3P2P1/PPP1PP1P/RNBKQBNR b kq - 1 5,h7h6,0,0,25,0,3
r2qkbQ1/2p5/p1n1pp2/3p2P1/8/N1P1P3/PP1P2KP/R1B3NR w q - 1 12,g2f2,0,10,30,0,2
2b5/3p2k1/5p2/Q3p2p/p3P3/5B2/4K3/8 w - - 1 35,a5e5,1,5,26,0,4
2b4n/6k1/n4R2/ppp1P3/4P3/P2PK1P1/N1P5/2RQ4 w - - 1 28,f6a6,1,16,38,0,4
r1bk1b2/pppqpppr/n2p4/8/6n1/1P1P2P1/P1P1PP1P/RN1QKB1R w KQ - 1 8,a2a3,0,-5,21,0,1
5bnB/4p3/p7/2k4p/2p5/P2rP1P1/P4N1R/R4K2 w - - 1 31,h8e5,0,5,28,0,4
7k/8/3p4/8/1P1P1P2/2PK1P2/8/5B2 w - - 1 38,d3d2,0,7,13,0,6
1n1qkbnr/2ppppp1/r7/p2N4/4P1p1/8/PPPP1PPP/R1B2KNR b k - 1 8,h8h2,1,-8,30,0,0
rnq1kbn1/p1p1ppp1/3p4/8/8/2PPP2N/1P1B1P1P/rN4Kb b q - 1 12,d6d5,0,-22,38,0,3
rnb4r/pp1knpbp/2p5/6p1/P3K3/7P/1PP2PP1/RNB2BNR w - - 1 11,c1f4,0,0,30,0,3
1r2k3/4b1p1/pP2b3/4Pp2/2p2P2/8/P3P3/RN2Q1K1 b - - 1 19,b8b6,1,7,27,0,2
rnb1k1nR/pp1p2p1/4p1p1/2p3p1/1P1P4/P7/4PPP1/qN2KB2 b q - 1 14,a1b1,1,-14,23,0,3
6k1/8/8/6B1/P2P3Q/6p1/1P2PP2/R3K3 b Q - 1 36,g3f2,1,21,5,0,0
rR1qkr2/p1p1bp1p/3p3n/4p1N1/b7/8/1PPPPPPP/1NBQKB1R w Kq - 1 10,b8d8,1,4,31,0,1
1rb1k2r/pp1p1p2/2n5/4p1p1/2P1P3/1P3NP1/3P1P2/2BK4 w k - 1 20,g3g4,0,-10,17,0,4
r6r/p4p2/2p2kpp/4p3/2P5/4P1P1/RB2NP2/5K2 b - - 1 21,f6g7,0,-1,23,0,3
r1b1kbn1/ppppqpp1/8/4p3/1n4P1/1P3P1B/P1PPP3/RNBQK1NR w KQq - 1 8,d2d3,0,5,19,0,1
1n4nr/Bp1k2pp/4p3/p7/8/8/PPP5/RN2K3 w Q - 1 19,a7b8,1,-2,21,0,1
r1bk3r/2pn1P2/p3p2p/Np1p4/3PP3/B7/P5P1/K7 w - - 1 25,g2g3,0,-11,21,0,2
r1bqkbnr/pp1ppppp/n7/2p5/3P3P/8/PPP1PPP1/RNBQKBNR w KQkq - 1 3,d4c5,1,0,30,0,2
1r1qkbnr/p3pp1p/1p6/3pn1N1/6Q1/4P2P/PPPP1P2/RNB1K2R w KQk - 1 9,g4g3,0,1,44,0,4
r1bqkbnr/pppp2pp/2n5/4p3/4P3/3B3N/PPPP2PP/RNBQK2R b KQkq - 1 5,b7b6,0,0,30,0,3
r1bqkbnr/pppppppp/2n5/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 1 2,f2f3,0,0,28,0,2
1n2kb1r/4p2p/3p4/7R/5K2/2Pq3p/3Q3P/8 b k - 1 22,d3d2,1,-8,30,0,4
4k2r/p4p2/7p/6P1/p1P1N1P1/8/1P2B3/4K3 b - - 1 32,h6g5,1,1,14,0,0
rnbqkbnr/ppppp1pp/8/5p2/8/6PN/PPPPPP1P/RNBQKB1R b KQkq - 1 2,a7a6,0,0,20,0,1
rnb2b2/4n3/p1p1k3/1p2P1P1/6p1/P7/RP1qN2Q/5K2 b - - 1 26,d2e1,0,-9,36,0,6
rnbqk2r/pppp1ppp/8/3np3/8/P1N3P1/2PPPP1P/R1BQKBNR w KQkq - 1 5,c3d5,1,2,23,0,2
r3kb1B/ppp5/7n/4Pp1R/8/P3p3/2P3P1/RN1K4 w - - 1 21,h5h6,1,4,21,0,1
2b2b1r/2p1kppp/p2p3n/4p3/3N3R/4P3/1PPP1PP1/1NBQKB2 b - - 1 10,e5d4,1,11,24,0,2
r2k4/p2nbp1N/p6p/8/5p2/p1PPp3/P7/RNK5 b - - 1 28,a8b8,0,-4,24,0,1
1nr3n1/pP2pk2/2p4b/5p2/2P2P2/4P1P1/P2K4/RNB4b w - - 1 19,b7c8q,1,-4,19,0,3
3qkb1r/2p1n1p1/3p1p2/4p3/N1K1b1Pp/3PBP2/2P2N1P/3Q1B1R b - - 1 18,d8d7,0,2,32,0,5
6n1/5k2/3p4/4p3/2p1P2P/8/4KP2/R7 b - - 1 33,c4c3,0,2,12,0,2
4k1n1/1p6/2b5/2p1pp2/n7/8/8/2b3K1 b - - 1 36,f5f4,0,-16,30,0,5
rnb1k1nr/pppp1ppp/4p3/P7/5P2/2b5/1P1PP1PP/RNBQKBNR w KQkq - 1 6,d1b3,0,8,23,0,1
r6r/pp2k1B1/2p1p3/3p4/8/1PK5/P3PPP1/R4BN1 w - - 1 17,g7h8,1,4,27,0,3
8/k1n5/p4p2/5P2/7p/8/Pp5P/N5K1 b - - 1 37,b2a1q,1,-1,19,0,2
2Rk3r/8/P4N1p/3Pp3/8/3b4/4PP2/4K3 b - - 1 30,d8e7,0,2,2,1,2
rnb1kbnr/p2ppNpp/6q1/1p6/4P3/8/P1PP1PPP/RN1QKB1R w KQkq - 1 9,f7h8,1,-2,32,0,2
5br1/4pp2/5k1N/1p4p1/6P1/7P/RP1P1K2/1NB3R1 b - - 1 22,f8h6,1,11,12,0,1
8/8/6k1/1p5p/Q2pRP1P/P2P4/1P1PK3/RNB5 b - - 1 24,g6f6,0,28,8,0,0
8/4p3/1p6/1b1k1p2/2p5/8/4K3/8 b - - 1 39,d5c5,0,-7,16,0,4
r3kbr1/1p2ppp1/2p4n/p2qP2p/8/P4P1B/1PPP1P1P/1RBK1R2 b - - 1 14,d5e5,1,-8,34,0,4
3k4/8/7N/p5N1/2K3P1/P7/8/R7 w - - 1 37,g5e6,0,12,25,0,3
rnbqkbnr/1p1ppp1p/p1p5/8/5p2/P2P3N/1PP1PKPP/RNBQ1B1R b kq - 1 5,c6c5,0,-1,21,0,1
rnb1k1nr/p2pq1pp/8/p3pP2/5B2/7P/PPP1PP2/R3KBNR b KQkq - 1 9,g8f6,0,-8,30,0,2
rnbqkbnr/1pp1pp2/3p4/p5pp/3P1B2/NP4P1/P1P1PP1P/R2QKBNR b KQkq - 1 5,g5f4,1,0,31,0,1
rn2k3/pb1p2R1/1p3P2/2p5/P3P3/1P1P4/2P3B1/RN2K1N1 w - - 1 21,e1f1,0,10,33,0,3
2bqkbnr/rpp1pppp/n7/3p4/6P1/3P3N/PPPKPP1P/RN1Q1B1R b k - 1 6,c8g4,1,-2,26,0,2
r3k3/pb3p2/n4pp1/3p3p/2p2b1P/4P2N/P1PPK2R/RN2Q3 b q - 1 16,f4b8,0,9,27,0,4
1n2k2r/1b3pbp/3p1p2/8/8/2qP2P1/4PK2/4Q3 b k - 1 21,e8e7,0,-15,43,0,6
5k2/3b1pn1/p2P4/p1p1P3/2P5/8/8/3K4 w - - 1 33,d1c1,0,-7,6,0,1
5k2/2p5/7p/n3P3/2nP1P2/P7/8/2K5 w - - 1 33,c1d1,0,-4,7,0,2
r2knQ2/p3pp1p/1p1p2b1/2p5/8/5P2/PPPPK1PP/RNB2BNR w - - 1 12,f8h8,0,20,27,0,1
4k2r/6pp/8/p2PN3/3p4/8/1b1K4/5q2 w - - 1 32,e5c4,0,-17,10,0,0
5bn1/rpp1p1p1/5p2/2P5/p3k1r1/2K5/PP6/1RB5 b - - 1 22,e4f3,0,-11,24,0,5
4k3/5n2/1p1p4/6b1/2P1p3/R5K1/3P4/8 w - - 1 37,g3f2,0,-2,20,0,1
r1q1k1r1/3np2p/pppp3b/6p1/3PK3/2P5/PPQNB1PR/R1B5 w q - 1 19,b2b4,0,1,37,0,7
4r1k1/8/p1pB1P2/2P1p3/7r/3K4/5N2/6NR b - - 1 32,e8e6,0,3,26,0,5
r1bqkbnr/ppppppp1/8/n6p/7P/2P2N2/PP1PPPP1/RNBQKB1R w KQkq - 1 4,f3d4,0,0,23,0,3
rn1q2r1/1p3kpp/p2b4/5K2/6P1/PN6/b6P/1N6 b - - 1 26,a2b1,1,-23,39,0,1
3k4/6p1/8/pr1P3p/Pn3n1P/8/7K/8 w - - 1 32,a4b5,1,-11,5,0,0
2b3n1/q2p2kp/1p6/8/1P2P2P/3P4/6P1/4K1R1 b - - 1 22,a7a3,0,-8,26,0,0
rnbqkbn1/1p1pp3/2p3pr/p4pQ1/1P3P2/2P1P2P/P2P2P1/RNB1KBNR b KQq - 1 7,h6h3,1,1,22,0,2
r1b1kb2/1p1pp3/1q6/p1p2Rp1/6P1/1P6/2PPP2K/1NB1Q3 w q - 1 16,f5f8,1,-1,34,0,2
rnb1kbn1/pppp2p1/4p2r/5p2/1PPP3q/5N2/P2KPPP1/RN1Q1B1R b q - 1 7,h4h1,1,-3,42,0,4
8/pk2p3/2p5/6N1/1PNP4/8/4K2B/3R4 w - - 1 37,e2e3,0,13,39,0,5
1nb4r/1p3k2/8/6qp/3P1P2/2K5/8/8 w - - 1 31,d4d5,0,-20,10,0,3
r2k2n1/4bp2/p7/1p1B2p1/PPP3P1/N7/2K1PP1P/8 b - - 1 25,f7f5,0,-2,19,0,0
7k/1b5p/4p2p/5p2/8/2BpP3/7P/4K1N1 b - - 1 27,h8g8,0,0,2,1,4
rnb3nr/1p1p1k1p/p1qp2p1/4p1P1/P1P5/1P6/4P2P/R2RK3 b - - 1 19,h7h6,0,-19,27,0,4
rn2kbnr/ppp1ppp1/7p/3q4/P3p3/2NB4/1PPP1P1P/R1BK2NR w kq - 1 7,c3d5,1,-8,27,0,3
rnbqkb1r/1pppppp1/7n/p7/2N5/3P4/PPP1PPPP/R2QKBNR b KQkq - 1 4,a8a6,0,-2,22,0,0
2bqkbnr/rppppp2/p6p/4n1N1/8/1P4P1/P1PPPP1P/RNBQKB1R w KQk - 1 7,g5f7,1,1,27,0,1
8/8/5k1p/3p4/3P4/Q1P2PB1/6K1/8 b - - 1 40,f6f7,0,13,7,0,2
1rb2k1r/3np1bp/2p2p2/pp4p1/P2PP1P1/N1P1BN2/1q2QP2/R3K2R b - - 1 17,b2e2,1,-1,32,0,3
4k3/7p/5p2/p1R1p2P/P7/5KP1/4PP2/5BNR w - - 1 31,f3g4,0,17,25,0,3
r1b1k3/3pn3/4B3/1p6/pp6/1P1PK1P1/2P1P1R1/6N1 b q - 1 25,a4a3,0,1,18,0,1
r1b1kbnr/2p1p1pp/5p2/1p6/1p3BP1/PP1P3N/2P1PP1P/R3KB1q b Qkq - 1 11,c8g4,1,-13,35,0,3
r1bq1bn1/2pkp1p1/ppnp1p2/8/4PPP1/2N5/PPPP2Br/R1BQK1R1 b Q - 1 11,e7e6,0,-3,29,0,4
4k3/1p5p/7b/4p2P/1P2K3/6P1/8/8 w - - 1 32,e4d3,0,-3,7,0,3
6k1/8/8/6B1/P2P1Q1p/6N1/1P2PP2/R3K3 b Q - 1 35,h4g3,1,24,5,0,0
1nQqkbnr/1p2pppp/8/2Pp4/8/4P2N/r1PP1PPP/RNB1K2R b KQk - 1 7,d8c8,1,1,26,0,2
r2k2nr/p1p3p1/4p3/3p1PP1/pb1P1Pp1/2P1K3/1B5P/1N4R1 w - - 1 20,g1f1,0,-6,24,0,5
rnbq2n1/ppp1pp2/3pk2r/7p/3bP3/PP5N/2P2PPP/RN1K1B1R b - - 1 10,f7f5,0,-12,36,0,4
4k2r/4b2p/4n1p1/4pp2/8/6K1/8/8 w - - 1 40,g3h2,0,-15,5,0,0
8/pr1p1k1p/1p4p1/8/P6P/1P4P1/1qPB2K1/1R6 b - - 1 24,b2b1,1,-6,30,0,2
1n1qkb2/1b2p2p/2p5/1p3P2/4p3/4R3/1PP3KP/1NB3NR b - - 1 17,h7h5,0,0,26,0,3
r2k2nr/p5pp/2pB4/5pP1/P7/2P1PK2/7P/5R2 b - - 1 26,g7g6,0,-5,15,0,2
2k2bn1/4Rb1r/1B4pp/8/1PP2p2/4P1P1/5P1P/1NK3NR b - - 1 19,g8e7,1,8,16,0,1
2b5/8/2p5/p2p1pk1/P2P4/2K4P/6P1/R7 b - - 1 38,c8b7,0,2,12,0,3
r6r/2p4p/ppn2k2/5b2/2P5/N3K3/P2P3N/2R5 b - - 1 26,h7h5,0,-6,42,0,4
1nbqkbnr/1ppppp1p/r7/p5N1/4P3/8/PPPP1PPP/RNBQKB1R w KQk - 1 4,b2b4,0,1,33,0,2
r3k3/5p2/pp4p1/3pP3/P2P4/RP6/3N4/5K2 w - - 1 34,d2f3,0,2,14,0,2
7R/1k3p2/8/3p4/P2p4/K7/2P3P1/6N1 w - - 1 31,h8h5,0,8,26,0,0
6n1/4kp2/8/p1p4P/4P3/P6R/2P2P2/2R2K2 w - - 1 23,h3c3,0,9,24,0,1
1Q6/r1p1nk2/3p1pp1/8/q7/2KP2PN/4PP2/2B2B2 w - - 1 26,b8a7,1,1,35,0,2
2r1k1n1/p1p2pp1/8/4p3/P1P5/P5P1/4r3/2B3K1 w - - 1 20,c1h6,0,-11,11,0,1
8/8/3k4/7p/3B1p2/1P3P2/N2K3P/7R b - - 1 38,d6e6,0,12,7,0,2
1nb2b1r/1p1k4/7p/3pP3/r4P2/7P/RP3P1R/1N2K1N1 b - - 1 18,a4a2,1,-1,31,0,3
Rn2kb1r/5ppp/3p3n/1p2p3/4P3/1P6/2KP2PP/1NB2qNR b k - 1 15,f1c1,1,-5,27,0,2
rnbqkbnr/pppppp1p/8/6p1/8/4P3/PPPPQPPP/RNB1KBNR b KQkq - 1 2,b7b6,0,0,21,0,0
r4b1r/pp2kp2/n2p3R/4p3/8/N1PP4/P2QPPP1/R1B1KBN1 w Q - 1 14,d2g5,0,16,34,0,2
r1b1k2r/pppp1p1p/n4p2/2Pp4/3P4/b6N/1P3PPP/RN1K3R w q - 1 12,b2a3,1,-5,24,0,1
